Symbol,Name,Market Cap,Industry,Sector
FWONA,Formula One Group,16346369024,entertainment,Communication-Services
FOXA,Fox Corporation,14652241920,entertainment,Communication-Services
NWSA,News Corporation,14046123008,entertainment,Communication-Services
PARA,Paramount Global,8975330304,entertainment,Communication-Services
ROKU,"Roku, Inc.",8521770496,entertainment,Communication-Services
EDR,"Endeavor Group Holdings, Inc.",8002496512,entertainment,Communication-Services
TKO,"TKO Group Holdings, Inc.",7933313536,entertainment,Communication-Services
NXST,"Nexstar Media Group, Inc.",5486586368,entertainment,Communication-Services
MSGS,Madison Square Garden Sports Corp.,4421610496,entertainment,Communication-Services
LLYVA,Liberty Live Group,3548598272,entertainment,Communication-Services
MANU,Manchester United plc,2621217792,entertainment,Communication-Services
LGF-B,Lions Gate Entertainment Corp.,2447449088,entertainment,Communication-Services
BATRA,"Atlanta Braves Holdings, Inc.",2439610368,entertainment,Communication-Services
CNK,"Cinemark Holdings, Inc.",2167971072,entertainment,Communication-Services
PLAY,"Dave & Buster's Entertainment, Inc.",2128619520,entertainment,Communication-Services
SPHR,Sphere Entertainment Co.,1423476736,entertainment,Communication-Services
IMAX,IMAX Corporation,879362048,entertainment,Communication-Services
SBGI,"Sinclair, Inc.",871940608,entertainment,Communication-Services
RSVR,"Reservoir Media, Inc.",554878912,entertainment,Communication-Services
AMCX,AMC Networks Inc.,521913120,entertainment,Communication-Services
EA,Electronic Arts Inc.,34640539648,electronic-gaming-multimedia,Communication-Services
RBLX,Roblox Corporation,25103124480,electronic-gaming-multimedia,Communication-Services
TTWO,"Take-Two Interactive Software, Inc.",24908427264,electronic-gaming-multimedia,Communication-Services
PLTK,Playtika Holding Corp.,2879953408,electronic-gaming-multimedia,Communication-Services
OMC,Omnicom Group Inc.,18163603456,advertising-agencies,Communication-Services
IPG,"The Interpublic Group of Companies, Inc.",11594465280,advertising-agencies,Communication-Services
ZD,"Ziff Davis, Inc.",2485409024,advertising-agencies,Communication-Services
CMPR,Cimpress plc,2114715136,advertising-agencies,Communication-Services
STGW,Stagwell Inc.,1857700864,advertising-agencies,Communication-Services
IAS,Integral Ad Science Holding Corp.,1589621888,advertising-agencies,Communication-Services
MGNI,"Magnite, Inc.",1295222016,advertising-agencies,Communication-Services
QNST,"QuinStreet, Inc.",1037430400,advertising-agencies,Communication-Services
DLX,Deluxe Corporation,947865664,advertising-agencies,Communication-Services
CDLX,"Cardlytics, Inc.",716829120,advertising-agencies,Communication-Services
BOC,Boston Omaha Corporation,500943328,advertising-agencies,Communication-Services
EEX,"Emerald Holding, Inc.",375180224,advertising-agencies,Communication-Services
HAO,Haoxi Health Technology Limited,278876000,advertising-agencies,Communication-Services
TSQ,"Townsquare Media, Inc.",189848000,advertising-agencies,Communication-Services
TZOO,Travelzoo,117369344,advertising-agencies,Communication-Services
DRCT,"Direct Digital Holdings, Inc.",76755376,advertising-agencies,Communication-Services
STCN,"Steel Connect, Inc.",75783096,advertising-agencies,Communication-Services
LSXMA,The Liberty SiriusXM Group,8193284608,broadcasting,Communication-Services
TGNA,TEGNA Inc.,2495421952,broadcasting,Communication-Services
GTN-A,"Gray Television, Inc.",663242560,broadcasting,Communication-Services
NYT,The New York Times Company,7406828032,publishing,Communication-Services
WLY,"John Wiley & Sons, Inc.",2072396416,publishing,Communication-Services
SCHL,Scholastic Corporation,1019636096,publishing,Communication-Services
WMT,Walmart Inc.,482136621056,discount-stores,Consumer-Defensive
COST,Costco Wholesale Corporation,329922641920,discount-stores,Consumer-Defensive
TGT,Target Corporation,73114361856,discount-stores,Consumer-Defensive
DG,Dollar General Corporation,30202568704,discount-stores,Consumer-Defensive
DLTR,"Dollar Tree, Inc.",26317088768,discount-stores,Consumer-Defensive
BJ,"BJ's Wholesale Club Holdings, Inc.",9836454912,discount-stores,Consumer-Defensive
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",4707164160,discount-stores,Consumer-Defensive
TBBB,BBB Foods Inc.,2734338560,discount-stores,Consumer-Defensive
KO,The Coca-Cola Company,267825856512,beverages-non-alcoholic,Consumer-Defensive
PEP,"PepsiCo, Inc.",242169249792,beverages-non-alcoholic,Consumer-Defensive
MNST,Monster Beverage Corporation,57295151104,beverages-non-alcoholic,Consumer-Defensive
KDP,Keurig Dr Pepper Inc.,45858938880,beverages-non-alcoholic,Consumer-Defensive
CELH,"Celsius Holdings, Inc.",17706328064,beverages-non-alcoholic,Consumer-Defensive
COKE,"Coca-Cola Consolidated, Inc.",7999507456,beverages-non-alcoholic,Consumer-Defensive
FIZZ,National Beverage Corp.,4340316160,beverages-non-alcoholic,Consumer-Defensive
PG,The Procter & Gamble Company,388148658176,household-personal-products,Consumer-Defensive
CL,Colgate-Palmolive Company,76227166208,household-personal-products,Consumer-Defensive
EL,The Estée Lauder Companies Inc.,47667499008,household-personal-products,Consumer-Defensive
KMB,Kimberly-Clark Corporation,45822726144,household-personal-products,Consumer-Defensive
KVUE,Kenvue Inc.,36761280512,household-personal-products,Consumer-Defensive
CHD,"Church & Dwight Co., Inc.",25946337280,household-personal-products,Consumer-Defensive
CLX,The Clorox Company,17166507008,household-personal-products,Consumer-Defensive
COTY,Coty Inc.,10383961088,household-personal-products,Consumer-Defensive
ELF,"e.l.f. Beauty, Inc.",8887764992,household-personal-products,Consumer-Defensive
IPAR,"Inter Parfums, Inc.",3814104832,household-personal-products,Consumer-Defensive
NWL,Newell Brands Inc.,3180431872,household-personal-products,Consumer-Defensive
SPB,"Spectrum Brands Holdings, Inc.",2532824832,household-personal-products,Consumer-Defensive
HIMS,"Hims & Hers Health, Inc.",2416947712,household-personal-products,Consumer-Defensive
HELE,Helen of Troy Limited,2298617344,household-personal-products,Consumer-Defensive
EPC,Edgewell Personal Care Company,1888469888,household-personal-products,Consumer-Defensive
EWCZ,"European Wax Center, Inc.",706202624,household-personal-products,Consumer-Defensive
NUS,"Nu Skin Enterprises, Inc.",616335168,household-personal-products,Consumer-Defensive
ACU,Acme United Corporation,155103264,household-personal-products,Consumer-Defensive
KHC,The Kraft Heinz Company,44139802624,packaged-foods,Consumer-Defensive
GIS,"General Mills, Inc.",39467622400,packaged-foods,Consumer-Defensive
K,Kellanova,20687400960,packaged-foods,Consumer-Defensive
MKC,"McCormick & Company, Incorporated",20260585472,packaged-foods,Consumer-Defensive
HRL,Hormel Foods Corporation,19262185472,packaged-foods,Consumer-Defensive
CAG,"Conagra Brands, Inc.",14623947776,packaged-foods,Consumer-Defensive
CPB,Campbell Soup Company,13378863104,packaged-foods,Consumer-Defensive
LW,"Lamb Weston Holdings, Inc.",12284787712,packaged-foods,Consumer-Defensive
SJM,The J. M. Smucker Company,12009567232,packaged-foods,Consumer-Defensive
PPC,Pilgrim's Pride Corporation,8596291584,packaged-foods,Consumer-Defensive
BRBR,"BellRing Brands, Inc.",7520814080,packaged-foods,Consumer-Defensive
INGR,Ingredion Incorporated,7515685888,packaged-foods,Consumer-Defensive
DAR,Darling Ingredients Inc.,6841779712,packaged-foods,Consumer-Defensive
POST,"Post Holdings, Inc.",6229532160,packaged-foods,Consumer-Defensive
FRPT,"Freshpet, Inc.",5307068928,packaged-foods,Consumer-Defensive
LANC,Lancaster Colony Corporation,5271420416,packaged-foods,Consumer-Defensive
FLO,"Flowers Foods, Inc.",5257112064,packaged-foods,Consumer-Defensive
SMPL,The Simply Good Foods Company,3733589248,packaged-foods,Consumer-Defensive
NOMD,Nomad Foods Limited,2970721792,packaged-foods,Consumer-Defensive
JJSF,J&J Snack Foods Corp.,2679063552,packaged-foods,Consumer-Defensive
CENT,Central Garden & Pet Company,2648579584,packaged-foods,Consumer-Defensive
THS,"TreeHouse Foods, Inc.",2006883072,packaged-foods,Consumer-Defensive
KLG,WK Kellogg Co,1990968448,packaged-foods,Consumer-Defensive
UTZ,"Utz Brands, Inc.",1567559680,packaged-foods,Consumer-Defensive
JBSS,"John B. Sanfilippo & Son, Inc.",1136910976,packaged-foods,Consumer-Defensive
HLF,Herbalife Ltd.,957689600,packaged-foods,Consumer-Defensive
WEST,Westrock Coffee Company,930146880,packaged-foods,Consumer-Defensive
BGS,"B&G Foods, Inc.",900396672,packaged-foods,Consumer-Defensive
USNA,"USANA Health Sciences, Inc.",876404736,packaged-foods,Consumer-Defensive
HAIN,"The Hain Celestial Group, Inc.",610860352,packaged-foods,Consumer-Defensive
BYND,"Beyond Meat, Inc.",533673504,packaged-foods,Consumer-Defensive
SENEA,Seneca Foods Corporation,413380192,packaged-foods,Consumer-Defensive
NATR,"Nature's Sunshine Products, Inc.",358051616,packaged-foods,Consumer-Defensive
LWAY,"Lifeway Foods, Inc.",357725856,packaged-foods,Consumer-Defensive
MAMA,"Mama's Creations, Inc.",249032528,packaged-foods,Consumer-Defensive
FTLF,"FitLife Brands, Inc.",128520808,packaged-foods,Consumer-Defensive
SOWG,Sow Good Inc.,98305672,packaged-foods,Consumer-Defensive
BRID,Bridgford Foods Corporation,90949840,packaged-foods,Consumer-Defensive
LFVN,LifeVantage Corporation,84546048,packaged-foods,Consumer-Defensive
PM,Philip Morris International Inc.,151414145024,tobacco,Consumer-Defensive
MO,"Altria Group, Inc.",74871488512,tobacco,Consumer-Defensive
VGR,Vector Group Ltd.,1544280576,tobacco,Consumer-Defensive
UVV,Universal Corporation,1311963136,tobacco,Consumer-Defensive
TPB,"Turning Point Brands, Inc.",578558400,tobacco,Consumer-Defensive
MDLZ,"Mondelez International, Inc.",93747650560,confectioners,Consumer-Defensive
HSY,The Hershey Company,40025161728,confectioners,Consumer-Defensive
ADM,Archer-Daniels-Midland Company,29255897088,farm-products,Consumer-Defensive
TSN,"Tyson Foods, Inc.",22141698048,farm-products,Consumer-Defensive
BG,Bunge Global SA,14322335744,farm-products,Consumer-Defensive
CALM,"Cal-Maine Foods, Inc.",2785375488,farm-products,Consumer-Defensive
VITL,"Vital Farms, Inc.",1185701376,farm-products,Consumer-Defensive
DOLE,Dole plc,1180919168,farm-products,Consumer-Defensive
FDP,Fresh Del Monte Produce Inc.,1172602880,farm-products,Consumer-Defensive
AGRO,Adecoagro S.A.,1156939776,farm-products,Consumer-Defensive
LMNR,Limoneira Company,395927744,farm-products,Consumer-Defensive
AFRI,Forafric Global PLC,281694016,farm-products,Consumer-Defensive
STZ,"Constellation Brands, Inc.",46856491008,beverages-wineries-distilleries,Consumer-Defensive
BF-B,Brown-Forman Corporation,22800623616,beverages-wineries-distilleries,Consumer-Defensive
MGPI,"MGP Ingredients, Inc.",1774841344,beverages-wineries-distilleries,Consumer-Defensive
KR,The Kroger Co.,39534067712,grocery-stores,Consumer-Defensive
ACI,"Albertsons Companies, Inc.",11877282816,grocery-stores,Consumer-Defensive
SFM,"Sprouts Farmers Market, Inc.",7403145216,grocery-stores,Consumer-Defensive
GO,Grocery Outlet Holding Corp.,2573236736,grocery-stores,Consumer-Defensive
DNUT,"Krispy Kreme, Inc.",2136134528,grocery-stores,Consumer-Defensive
WMK,"Weis Markets, Inc.",1699171840,grocery-stores,Consumer-Defensive
IMKTA,"Ingles Markets, Incorporated",1373295232,grocery-stores,Consumer-Defensive
VLGEA,"Village Super Market, Inc.",425019872,grocery-stores,Consumer-Defensive
SYY,Sysco Corporation,37527924736,food-distribution,Consumer-Defensive
USFD,US Foods Holding Corp.,12607135744,food-distribution,Consumer-Defensive
PFGC,Performance Food Group Company,10768106496,food-distribution,Consumer-Defensive
ANDE,"The Andersons, Inc.",1924154112,food-distribution,Consumer-Defensive
CHEF,"The Chefs' Warehouse, Inc.",1502574720,food-distribution,Consumer-Defensive
AVO,"Mission Produce, Inc.",835993408,food-distribution,Consumer-Defensive
SPTN,SpartanNash Company,676900416,food-distribution,Consumer-Defensive
UNFI,"United Natural Foods, Inc.",568215808,food-distribution,Consumer-Defensive
CVGW,"Calavo Growers, Inc.",503392512,food-distribution,Consumer-Defensive
WILC,G. Willi-Food International Ltd.,125912360,food-distribution,Consumer-Defensive
DIT,AMCON Distributing Company,99534152,food-distribution,Consumer-Defensive
LOPE,"Grand Canyon Education, Inc.",4054009088,education-training-services,Consumer-Defensive
GHC,Graham Holdings Company,3251458048,education-training-services,Consumer-Defensive
LRN,"Stride, Inc.",3020057088,education-training-services,Consumer-Defensive
STRA,"Strategic Education, Inc.",2968943104,education-training-services,Consumer-Defensive
LAUR,"Laureate Education, Inc.",2324296704,education-training-services,Consumer-Defensive
ATGE,Adtalem Global Education Inc.,2259398656,education-training-services,Consumer-Defensive
AFYA,Afya Limited,1616390656,education-training-services,Consumer-Defensive
PRDO,Perdoceo Education Corporation,1596111232,education-training-services,Consumer-Defensive
UDMY,"Udemy, Inc.",1552493312,education-training-services,Consumer-Defensive
COUR,"Coursera, Inc.",1500236288,education-training-services,Consumer-Defensive
UTI,"Universal Technical Institute, Inc.",838756480,education-training-services,Consumer-Defensive
CHGG,"Chegg, Inc.",535617056,education-training-services,Consumer-Defensive
FC,Franklin Covey Co.,524404960,education-training-services,Consumer-Defensive
VTRU,Vitru Limited,405204000,education-training-services,Consumer-Defensive
LINC,Lincoln Educational Services Corporation,348737248,education-training-services,Consumer-Defensive
APEI,"American Public Education, Inc.",264776144,education-training-services,Consumer-Defensive
TAP,Molson Coors Beverage Company,12267265024,beverages-brewers,Consumer-Defensive
XOM,Exxon Mobil Corporation,523597316096,oil-gas-integrated,Energy
CVX,Chevron Corporation,295335952384,oil-gas-integrated,Energy
COP,ConocoPhillips,142951661568,oil-gas-e-p,Energy
EOG,"EOG Resources, Inc.",74723926016,oil-gas-e-p,Energy
PXD,Pioneer Natural Resources Company,63003455488,oil-gas-e-p,Energy
OXY,Occidental Petroleum Corporation,57079480320,oil-gas-e-p,Energy
HES,Hess Corporation,48945242112,oil-gas-e-p,Energy
FANG,"Diamondback Energy, Inc.",35936317440,oil-gas-e-p,Energy
DVN,Devon Energy Corporation,31941279744,oil-gas-e-p,Energy
CTRA,Coterra Energy Inc.,21178865664,oil-gas-e-p,Energy
EQT,EQT Corporation,17782910976,oil-gas-e-p,Energy
MRO,Marathon Oil Corporation,14856707072,oil-gas-e-p,Energy
OVV,Ovintiv Inc.,13861889024,oil-gas-e-p,Energy
PR,Permian Resources Corporation,13124660224,oil-gas-e-p,Energy
TPL,Texas Pacific Land Corporation,12920236032,oil-gas-e-p,Energy
CHK,Chesapeake Energy Corporation,11357929472,oil-gas-e-p,Energy
APA,APA Corporation,10861077504,oil-gas-e-p,Energy
AR,Antero Resources Corporation,10300143616,oil-gas-e-p,Energy
RRC,Range Resources Corporation,8664210432,oil-gas-e-p,Energy
MTDR,Matador Resources Company,7896078336,oil-gas-e-p,Energy
SWN,Southwestern Energy Company,7808107520,oil-gas-e-p,Energy
CIVI,"Civitas Resources, Inc.",7556870656,oil-gas-e-p,Energy
CHRD,Chord Energy Corporation,7314274304,oil-gas-e-p,Energy
MUR,Murphy Oil Corporation,6736230400,oil-gas-e-p,Energy
SM,SM Energy Company,5766654464,oil-gas-e-p,Energy
MGY,Magnolia Oil & Gas Corporation,5128717824,oil-gas-e-p,Energy
NOG,"Northern Oil and Gas, Inc.",4067463680,oil-gas-e-p,Energy
STR,Sitio Royalties Corp.,3597376512,oil-gas-e-p,Energy
CNX,CNX Resources Corporation,3569075968,oil-gas-e-p,Energy
CRC,California Resources Corporation,3553604352,oil-gas-e-p,Energy
BSM,"Black Stone Minerals, L.P.",3453422080,oil-gas-e-p,Energy
CRK,"Comstock Resources, Inc.",2916175616,oil-gas-e-p,Energy
GPOR,Gulfport Energy Corporation,2776063232,oil-gas-e-p,Energy
KOS,Kosmos Energy Ltd.,2739699712,oil-gas-e-p,Energy
TALO,Talos Energy Inc.,2438606848,oil-gas-e-p,Energy
MNR,Mach Natural Resources LP,1941800064,oil-gas-e-p,Energy
VTLE,"Vital Energy, Inc.",1893582080,oil-gas-e-p,Energy
CRGY,Crescent Energy Company,1874663296,oil-gas-e-p,Energy
HPK,"HighPeak Energy, Inc.",1818098176,oil-gas-e-p,Energy
NEXT,NextDecade Corporation,1669928320,oil-gas-e-p,Energy
KRP,"Kimbell Royalty Partners, LP",1667576448,oil-gas-e-p,Energy
CLMT,"Calumet Specialty Products Partners, L.P.",1299614336,oil-gas-e-p,Energy
DMLP,"Dorchester Minerals, L.P.",1237935872,oil-gas-e-p,Energy
SBR,Sabine Royalty Trust,917766976,oil-gas-e-p,Energy
GRNT,"Granite Ridge Resources, Inc.",843298752,oil-gas-e-p,Energy
SBOW,"SilverBow Resources, Inc.",791693504,oil-gas-e-p,Energy
VTS,"Vitesse Energy, Inc.",666544000,oil-gas-e-p,Energy
EGY,"VAALCO Energy, Inc.",654211776,oil-gas-e-p,Energy
BRY,Berry Corporation,615512000,oil-gas-e-p,Energy
TXO,"TXO Partners, L.P.",559342528,oil-gas-e-p,Energy
REPX,"Riley Exploration Permian, Inc.",536905856,oil-gas-e-p,Energy
GPRK,GeoPark Limited,520316096,oil-gas-e-p,Energy
SD,"SandRidge Energy, Inc.",505647936,oil-gas-e-p,Energy
GFR,Greenfire Resources Ltd.,399358912,oil-gas-e-p,Energy
AMPY,Amplify Energy Corp.,279660704,oil-gas-e-p,Energy
PNRG,PrimeEnergy Resources Corporation,185200320,oil-gas-e-p,Energy
EPM,Evolution Petroleum Corporation,185013344,oil-gas-e-p,Energy
EP,Empire Petroleum Corporation,170501312,oil-gas-e-p,Energy
EPSN,Epsilon Energy Ltd.,119254592,oil-gas-e-p,Energy
MVO,MV Oil Trust,113620000,oil-gas-e-p,Energy
VOC,VOC Energy Trust,98770000,oil-gas-e-p,Energy
BATL,Battalion Oil Corporation,90346728,oil-gas-e-p,Energy
CRT,Cross Timbers Royalty Trust,78660000,oil-gas-e-p,Energy
NRT,North European Oil Royalty Trust,76833328,oil-gas-e-p,Energy
CKX,"CKX Lands, Inc.",27934184,oil-gas-e-p,Energy
MXC,Mexco Energy Corporation,25740498,oil-gas-e-p,Energy
EPD,Enterprise Products Partners L.P.,61020835840,oil-gas-midstream,Energy
ET,Energy Transfer LP,53513707520,oil-gas-midstream,Energy
WMB,"The Williams Companies, Inc.",47116296192,oil-gas-midstream,Energy
OKE,"ONEOK, Inc.",45075058688,oil-gas-midstream,Energy
MPLX,MPLX LP,41786142720,oil-gas-midstream,Energy
KMI,"Kinder Morgan, Inc.",41213886464,oil-gas-midstream,Energy
LNG,"Cheniere Energy, Inc.",36338331648,oil-gas-midstream,Energy
TRGP,Targa Resources Corp.,24901033984,oil-gas-midstream,Energy
CQP,"Cheniere Energy Partners, L.P.",24565080064,oil-gas-midstream,Energy
WES,"Western Midstream Partners, LP",13518596096,oil-gas-midstream,Energy
PAA,"Plains All American Pipeline, L.P.",12261731328,oil-gas-midstream,Energy
HESM,Hess Midstream LP,7752932864,oil-gas-midstream,Energy
AM,Antero Midstream Corporation,6809560064,oil-gas-midstream,Energy
VNOM,"Viper Energy, Inc.",6653285376,oil-gas-midstream,Energy
DTM,"DT Midstream, Inc.",6111075840,oil-gas-midstream,Energy
ETRN,Equitrans Midstream Corporation,5923809280,oil-gas-midstream,Energy
ENLC,"EnLink Midstream, LLC",5776691200,oil-gas-midstream,Energy
FRO,Frontline plc,5507693056,oil-gas-midstream,Energy
PAGP,"Plains GP Holdings, L.P.",4280833536,oil-gas-midstream,Energy
STNG,Scorpio Tankers Inc.,3845004800,oil-gas-midstream,Energy
NS,NuStar Energy L.P.,2778708480,oil-gas-midstream,Energy
INSW,"International Seaways, Inc.",2755042816,oil-gas-midstream,Energy
GLNG,Golar LNG Limited,2605809664,oil-gas-midstream,Energy
KNTK,Kinetik Holdings Inc.,2280420352,oil-gas-midstream,Energy
TNK,Teekay Tankers Ltd.,2060258048,oil-gas-midstream,Energy
DHT,"DHT Holdings, Inc.",1876256256,oil-gas-midstream,Energy
EE,"Excelerate Energy, Inc.",1872932992,oil-gas-midstream,Energy
LPG,Dorian LPG Ltd.,1741038080,oil-gas-midstream,Energy
GLP,Global Partners LP,1617884544,oil-gas-midstream,Energy
GEL,"Genesis Energy, L.P.",1563865344,oil-gas-midstream,Energy
NVGS,Navigator Holdings Ltd.,1127635968,oil-gas-midstream,Energy
NGL,NGL Energy Partners LP,783151808,oil-gas-midstream,Energy
TNP,Tsakos Energy Navigation Limited,773931904,oil-gas-midstream,Energy
TK,Teekay Corporation,704556736,oil-gas-midstream,Energy
PBT,Permian Basin Royalty Trust,545322944,oil-gas-midstream,Energy
OSG,"Overseas Shipholding Group, Inc.",442595936,oil-gas-midstream,Energy
SMLP,"Summit Midstream Partners, LP",354563264,oil-gas-midstream,Energy
MPC,Marathon Petroleum Corporation,64317841408,oil-gas-refining-marketing,Energy
PSX,Phillips 66,60883746816,oil-gas-refining-marketing,Energy
VLO,Valero Energy Corporation,51671568384,oil-gas-refining-marketing,Energy
DINO,HF Sinclair Corporation,10729120768,oil-gas-refining-marketing,Energy
IEP,Icahn Enterprises L.P.,7443722752,oil-gas-refining-marketing,Energy
PBF,PBF Energy Inc.,6148729344,oil-gas-refining-marketing,Energy
VVV,Valvoline Inc.,5655289344,oil-gas-refining-marketing,Energy
SUN,Sunoco LP,4720374784,oil-gas-refining-marketing,Energy
CVI,"CVR Energy, Inc.",2964659200,oil-gas-refining-marketing,Energy
DKL,"Delek Logistics Partners, LP",1873887616,oil-gas-refining-marketing,Energy
PARR,"Par Pacific Holdings, Inc.",1830064128,oil-gas-refining-marketing,Energy
DK,"Delek US Holdings, Inc.",1722759296,oil-gas-refining-marketing,Energy
WKC,World Kinect Corporation,1434323584,oil-gas-refining-marketing,Energy
CAPL,CrossAmerica Partners LP,848164864,oil-gas-refining-marketing,Energy
SGU,"Star Group, L.P.",405192416,oil-gas-refining-marketing,Energy
SLB,Schlumberger Limited,68122345472,oil-gas-equipment-services,Energy
HAL,Halliburton Company,32517105664,oil-gas-equipment-services,Energy
BKR,Baker Hughes Company,32063639552,oil-gas-equipment-services,Energy
FTI,TechnipFMC plc,11188084736,oil-gas-equipment-services,Energy
WFRD,Weatherford International plc,8968691712,oil-gas-equipment-services,Energy
NOV,NOV Inc.,7333237760,oil-gas-equipment-services,Energy
CHX,ChampionX Corporation,6396398080,oil-gas-equipment-services,Energy
TDW,Tidewater Inc.,5619702272,oil-gas-equipment-services,Energy
VAL,Valaris Limited,4942036992,oil-gas-equipment-services,Energy
LBRT,Liberty Energy Inc.,3606349056,oil-gas-equipment-services,Energy
AESI,Atlas Energy Solutions Inc.,3341834496,oil-gas-equipment-services,Energy
WHD,"Cactus, Inc.",3328019200,oil-gas-equipment-services,Energy
AROC,"Archrock, Inc.",3158540032,oil-gas-equipment-services,Energy
USAC,"USA Compression Partners, LP",2508098816,oil-gas-equipment-services,Energy
KGS,"Kodiak Gas Services, Inc.",2448517632,oil-gas-equipment-services,Energy
OII,"Oceaneering International, Inc.",2320794112,oil-gas-equipment-services,Energy
XPRO,Expro Group Holdings N.V.,2148839424,oil-gas-equipment-services,Energy
HLX,"Helix Energy Solutions Group, Inc.",1669360256,oil-gas-equipment-services,Energy
RES,"RPC, Inc.",1451129216,oil-gas-equipment-services,Energy
SLCA,"U.S. Silica Holdings, Inc.",1211870720,oil-gas-equipment-services,Energy
ACDC,ProFrac Holding Corp.,1110774272,oil-gas-equipment-services,Energy
PUMP,ProPetro Holding Corp.,994392320,oil-gas-equipment-services,Energy
MRC,MRC Global Inc.,980729152,oil-gas-equipment-services,Energy
VTOL,Bristow Group Inc.,786361472,oil-gas-equipment-services,Energy
CLB,Core Laboratories Inc.,742897280,oil-gas-equipment-services,Energy
DRQ,"Dril-Quip, Inc.",640219456,oil-gas-equipment-services,Energy
NR,"Newpark Resources, Inc.",604931328,oil-gas-equipment-services,Energy
SOI,"Solaris Oilfield Infrastructure, Inc.",396642720,oil-gas-equipment-services,Energy
NGS,"Natural Gas Services Group, Inc.",278466656,oil-gas-equipment-services,Energy
BOOM,DMC Global Inc.,272558592,oil-gas-equipment-services,Energy
RNGR,"Ranger Energy Services, Inc.",237138800,oil-gas-equipment-services,Energy
FET,"Forum Energy Technologies, Inc.",227371296,oil-gas-equipment-services,Energy
GEOS,Geospace Technologies Corporation,167795472,oil-gas-equipment-services,Energy
DTI,Drilling Tools International Corporation,157773584,oil-gas-equipment-services,Energy
KLXE,"KLX Energy Services Holdings, Inc.",113238408,oil-gas-equipment-services,Energy
UEC,Uranium Energy Corp.,2913849344,uranium,Energy
NE,Noble Corporation plc,6468362752,oil-gas-drilling,Energy
RIG,Transocean Ltd.,4565061120,oil-gas-drilling,Energy
PTEN,"Patterson-UTI Energy, Inc.",4308747776,oil-gas-drilling,Energy
HP,"Helmerich & Payne, Inc.",3801859328,oil-gas-drilling,Energy
SDRL,Seadrill Limited,3516236800,oil-gas-drilling,Energy
DO,"Diamond Offshore Drilling, Inc.",1330021632,oil-gas-drilling,Energy
NBR,Nabors Industries Ltd.,708290048,oil-gas-drilling,Energy
ARLP,"Alliance Resource Partners, L.P.",2977441536,thermal-coal,Energy
BTU,Peabody Energy Corporation,2806788608,thermal-coal,Energy
CEIX,CONSOL Energy Inc.,2483848704,thermal-coal,Energy
NRP,Natural Resource Partners L.P.,1173018624,thermal-coal,Energy
NC,"NACCO Industries, Inc.",247810912,thermal-coal,Energy
LIN,Linde plc,203631296512,specialty-chemicals,Basic-Materials
SHW,The Sherwin-Williams Company,78929797120,specialty-chemicals,Basic-Materials
ECL,Ecolab Inc.,64967172096,specialty-chemicals,Basic-Materials
APD,"Air Products and Chemicals, Inc.",54658375680,specialty-chemicals,Basic-Materials
DD,"DuPont de Nemours, Inc.",32474136576,specialty-chemicals,Basic-Materials
LYB,LyondellBasell Industries N.V.,32275654656,specialty-chemicals,Basic-Materials
PPG,"PPG Industries, Inc.",31169738752,specialty-chemicals,Basic-Materials
IFF,International Flavors & Fragrances Inc.,22120839168,specialty-chemicals,Basic-Materials
WLK,Westlake Corporation,19574781952,specialty-chemicals,Basic-Materials
AVTR,"Avantor, Inc.",16791454720,specialty-chemicals,Basic-Materials
ALB,Albemarle Corporation,15055209472,specialty-chemicals,Basic-Materials
RPM,RPM International Inc.,14063495168,specialty-chemicals,Basic-Materials
EMN,Eastman Chemical Company,11465902080,specialty-chemicals,Basic-Materials
AXTA,Axalta Coating Systems Ltd.,7766739456,specialty-chemicals,Basic-Materials
OLN,Olin Corporation,6404548608,specialty-chemicals,Basic-Materials
ESI,Element Solutions Inc,5765964288,specialty-chemicals,Basic-Materials
NEU,NewMarket Corporation,5246999552,specialty-chemicals,Basic-Materials
CBT,Cabot Corporation,5216028160,specialty-chemicals,Basic-Materials
BCPC,Balchem Corporation,4876494336,specialty-chemicals,Basic-Materials
ASH,Ashland Inc.,4804711424,specialty-chemicals,Basic-Materials
FUL,H.B. Fuller Company,4191900416,specialty-chemicals,Basic-Materials
AVNT,Avient Corporation,4029736960,specialty-chemicals,Basic-Materials
CC,The Chemours Company,3956140288,specialty-chemicals,Basic-Materials
KWR,Quaker Chemical Corporation,3338205696,specialty-chemicals,Basic-Materials
SXT,Sensient Technologies Corporation,3133448704,specialty-chemicals,Basic-Materials
WDFC,WD-40 Company,3117233408,specialty-chemicals,Basic-Materials
IOSP,Innospec Inc.,3036274944,specialty-chemicals,Basic-Materials
MTX,Minerals Technologies Inc.,2489238528,specialty-chemicals,Basic-Materials
NGVT,Ingevity Corporation,1945808128,specialty-chemicals,Basic-Materials
SCL,Stepan Company,1925173248,specialty-chemicals,Basic-Materials
HWKN,"Hawkins, Inc.",1604494208,specialty-chemicals,Basic-Materials
KRO,"Kronos Worldwide, Inc.",1380323968,specialty-chemicals,Basic-Materials
OEC,Orion S.A.,1376066432,specialty-chemicals,Basic-Materials
ECVT,Ecovyst Inc.,1146609792,specialty-chemicals,Basic-Materials
WTTR,"Select Water Solutions, Inc.",1089270528,specialty-chemicals,Basic-Materials
